sample_id,environment,ros2_pub_command,raw_rrt,raw_llm,s_u,s_x
329,"{""start"":{""x"":2.39,""y"":1.3,""z"":-0.25},""goal"":{""x"":2.39,""y"":2.61,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.52,2.52,-0.75],""max_corner"":[1.24,3.12,0.25],""size"":[0.72,0.6,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.18,1.1,-0.75],""max_corner"":[0.49,1.41,0.25],""size"":[0.31,0.31,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[0.68,0.04,-0.75],""max_corner"":[0.93,0.48,0.25],""size"":[0.25,0.45,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.52,2.52,-0.75],\""max_corner\"":[1.24,3.12,0.25],\""size\"":[0.72,0.6,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.18,1.1,-0.75],\""max_corner\"":[0.49,1.41,0.25],\""size\"":[0.31,0.31,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[0.68,0.04,-0.75],\""max_corner\"":[0.93,0.48,0.25],\""size\"":[0.25,0.45,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.39,""y"":1.3,""z"":-0.25},{""x"":2.39,""y"":2.61,""z"":-0.25}]","[{""x"":2.39,""y"":1.3,""z"":-0.25},{""x"":2.39,""y"":2.61,""z"":-0.25}]",0.0,0.0
330,"{""start"":{""x"":2.23,""y"":2.24,""z"":-0.25},""goal"":{""x"":3.91,""y"":0.12,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.48,2.99,-0.75],""max_corner"":[1.95,3.43,0.25],""size"":[0.47,0.44,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.48,2.99,-0.75],\""max_corner\"":[1.95,3.43,0.25],\""size\"":[0.47,0.44,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.23,""y"":2.24,""z"":-0.25},{""x"":3.91,""y"":0.12,""z"":-0.25}]","[{""x"":2.23,""y"":2.24,""z"":-0.25},{""x"":3.91,""y"":0.12,""z"":-0.25}]",0.0,0.0
331,"{""start"":{""x"":0.72,""y"":0.03,""z"":-0.25},""goal"":{""x"":3.45,""y"":1.98,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.53,1.37,-0.75],""max_corner"":[2.91,1.88,0.25],""size"":[0.38,0.51,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.53,1.37,-0.75],\""max_corner\"":[2.91,1.88,0.25],\""size\"":[0.38,0.51,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":0.72,""y"":0.03,""z"":-0.25},{""x"":3.72,""y"":0.7,""z"":-0.25},{""x"":3.45,""y"":1.98,""z"":-0.25}]","[{""x"":0.72,""y"":0.03,""z"":-0.25},{""x"":3.45,""y"":0.87,""z"":-0.25},{""x"":3.45,""y"":1.98,""z"":-0.25}]",0.216254,0.347254
332,"{""start"":{""x"":1.3,""y"":1.24,""z"":-0.25},""goal"":{""x"":1.12,""y"":3.03,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.7,3.31,-0.75],""max_corner"":[2.23,3.76,0.25],""size"":[0.53,0.45,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.7,3.31,-0.75],\""max_corner\"":[2.23,3.76,0.25],\""size\"":[0.53,0.45,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":1.3,""y"":1.24,""z"":-0.25},{""x"":1.12,""y"":3.03,""z"":-0.25}]","[{""x"":1.3,""y"":1.24,""z"":-0.25},{""x"":1.12,""y"":3.03,""z"":-0.25}]",0.0,0.0
333,"{""start"":{""x"":0.31,""y"":1.51,""z"":-0.25},""goal"":{""x"":2.07,""y"":1.24,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.24,0.27,-0.75],""max_corner"":[2.61,0.77,0.25],""size"":[0.36,0.5,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.24,0.27,-0.75],\""max_corner\"":[2.61,0.77,0.25],\""size\"":[0.36,0.5,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":0.31,""y"":1.51,""z"":-0.25},{""x"":2.07,""y"":1.24,""z"":-0.25}]","[{""x"":0.31,""y"":1.51,""z"":-0.25},{""x"":2.07,""y"":1.24,""z"":-0.25}]",0.0,0.0
334,"{""start"":{""x"":2.79,""y"":2.23,""z"":-0.25},""goal"":{""x"":1.73,""y"":3.25,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.03,2.27,-0.75],""max_corner"":[1.77,2.55,0.25],""size"":[0.74,0.28,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[1.33,2.17,-0.75],""max_corner"":[1.94,2.63,0.25],""size"":[0.61,0.46,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[3.3,0.71,-0.75],""max_corner"":[3.84,1.01,0.25],""size"":[0.54,0.3,1.0]},{""id"":4,""label"":""box_4"",""shape"":""box"",""min_corner"":[0.64,1.6,-0.75],""max_corner"":[1.22,2.27,0.25],""size"":[0.58,0.66,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.03,2.27,-0.75],\""max_corner\"":[1.77,2.55,0.25],\""size\"":[0.74,0.28,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[1.33,2.17,-0.75],\""max_corner\"":[1.94,2.63,0.25],\""size\"":[0.61,0.46,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[3.3,0.71,-0.75],\""max_corner\"":[3.84,1.01,0.25],\""size\"":[0.54,0.3,1.0]},{\""id\"":4,\""label\"":\""box_4\"",\""shape\"":\""box\"",\""min_corner\"":[0.64,1.6,-0.75],\""max_corner\"":[1.22,2.27,0.25],\""size\"":[0.58,0.66,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.79,""y"":2.23,""z"":-0.25},{""x"":2.35,""y"":3.02,""z"":-0.25},{""x"":1.73,""y"":3.25,""z"":-0.25}]","[{""x"":2.79,""y"":2.23,""z"":-0.25},{""x"":2.57,""y"":3.04,""z"":-0.25},{""x"":1.73,""y"":3.25,""z"":-0.25}]",0.266401,0.179036
335,"{""start"":{""x"":1.25,""y"":1.94,""z"":-0.25},""goal"":{""x"":2.29,""y"":1.58,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.67,0.38,-0.75],""max_corner"":[1.13,0.94,0.25],""size"":[0.46,0.55,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[2.87,0.35,-0.75],""max_corner"":[3.56,0.62,0.25],""size"":[0.68,0.27,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[0.26,1.62,-0.75],""max_corner"":[0.73,1.98,0.25],""size"":[0.47,0.36,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.67,0.38,-0.75],\""max_corner\"":[1.13,0.94,0.25],\""size\"":[0.46,0.55,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[2.87,0.35,-0.75],\""max_corner\"":[3.56,0.62,0.25],\""size\"":[0.68,0.27,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[0.26,1.62,-0.75],\""max_corner\"":[0.73,1.98,0.25],\""size\"":[0.47,0.36,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":1.25,""y"":1.94,""z"":-0.25},{""x"":2.29,""y"":1.58,""z"":-0.25}]","[{""x"":1.25,""y"":1.94,""z"":-0.25},{""x"":2.29,""y"":1.58,""z"":-0.25}]",0.0,0.0
336,"{""start"":{""x"":1.76,""y"":0.17,""z"":-0.25},""goal"":{""x"":2.27,""y"":1.47,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.24,0.75,-0.75],""max_corner"":[0.88,1.34,0.25],""size"":[0.64,0.59,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.24,0.75,-0.75],\""max_corner\"":[0.88,1.34,0.25],\""size\"":[0.64,0.59,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":1.76,""y"":0.17,""z"":-0.25},{""x"":2.27,""y"":1.47,""z"":-0.25}]","[{""x"":1.76,""y"":0.17,""z"":-0.25},{""x"":2.27,""y"":1.47,""z"":-0.25}]",0.0,0.0
337,"{""start"":{""x"":2.44,""y"":2.65,""z"":-0.25},""goal"":{""x"":3.05,""y"":0.68,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.06,1.94,-0.75],""max_corner"":[0.51,2.67,0.25],""size"":[0.45,0.74,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.06,1.94,-0.75],\""max_corner\"":[0.51,2.67,0.25],\""size\"":[0.45,0.74,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.44,""y"":2.65,""z"":-0.25},{""x"":3.05,""y"":0.68,""z"":-0.25}]","[{""x"":2.44,""y"":2.65,""z"":-0.25},{""x"":3.05,""y"":0.68,""z"":-0.25}]",0.0,0.0
338,"{""start"":{""x"":3.42,""y"":2.57,""z"":-0.25},""goal"":{""x"":2.04,""y"":2.25,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.45,0.64,-0.75],""max_corner"":[0.88,1.35,0.25],""size"":[0.43,0.71,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.45,0.64,-0.75],\""max_corner\"":[0.88,1.35,0.25],\""size\"":[0.43,0.71,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":3.42,""y"":2.57,""z"":-0.25},{""x"":2.04,""y"":2.25,""z"":-0.25}]","[{""x"":3.42,""y"":2.57,""z"":-0.25},{""x"":2.04,""y"":2.25,""z"":-0.25}]",0.0,0.0
339,"{""start"":{""x"":0.3,""y"":0.13,""z"":-0.25},""goal"":{""x"":2.9,""y"":1.13,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.66,1.82,-0.75],""max_corner"":[3.33,2.27,0.25],""size"":[0.67,0.45,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[1.2,1.82,-0.75],""max_corner"":[1.62,2.47,0.25],""size"":[0.42,0.66,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[0.17,0.65,-0.75],""max_corner"":[0.57,1.3,0.25],""size"":[0.39,0.65,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.66,1.82,-0.75],\""max_corner\"":[3.33,2.27,0.25],\""size\"":[0.67,0.45,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[1.2,1.82,-0.75],\""max_corner\"":[1.62,2.47,0.25],\""size\"":[0.42,0.66,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[0.17,0.65,-0.75],\""max_corner\"":[0.57,1.3,0.25],\""size\"":[0.39,0.65,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":0.3,""y"":0.13,""z"":-0.25},{""x"":0.98,""y"":0.24,""z"":-0.25},{""x"":2.9,""y"":1.13,""z"":-0.25}]","[{""x"":0.3,""y"":0.13,""z"":-0.25},{""x"":2.9,""y"":1.13,""z"":-0.25}]",0.15843,0.163548
340,"{""start"":{""x"":0.73,""y"":0.27,""z"":-0.25},""goal"":{""x"":2.38,""y"":0.56,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[],\""timestamp\"":0.0}""}'","[{""x"":0.73,""y"":0.27,""z"":-0.25},{""x"":2.38,""y"":0.56,""z"":-0.25}]","[{""x"":0.73,""y"":0.27,""z"":-0.25},{""x"":2.38,""y"":0.56,""z"":-0.25}]",0.0,0.0
341,"{""start"":{""x"":0.97,""y"":3.94,""z"":-0.25},""goal"":{""x"":0.47,""y"":1.62,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.39,3.1,-0.75],""max_corner"":[3.07,3.84,0.25],""size"":[0.68,0.74,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.39,3.1,-0.75],\""max_corner\"":[3.07,3.84,0.25],\""size\"":[0.68,0.74,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":0.97,""y"":3.94,""z"":-0.25},{""x"":0.47,""y"":1.62,""z"":-0.25}]","[{""x"":0.97,""y"":3.94,""z"":-0.25},{""x"":0.47,""y"":1.62,""z"":-0.25}]",0.0,0.0
342,"{""start"":{""x"":3.67,""y"":1.19,""z"":-0.25},""goal"":{""x"":0.83,""y"":0.71,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[3.31,1.68,-0.75],""max_corner"":[3.82,2.11,0.25],""size"":[0.51,0.42,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[3.31,1.68,-0.75],\""max_corner\"":[3.82,2.11,0.25],\""size\"":[0.51,0.42,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":3.67,""y"":1.19,""z"":-0.25},{""x"":0.83,""y"":0.71,""z"":-0.25}]","[{""x"":3.67,""y"":1.19,""z"":-0.25},{""x"":0.83,""y"":0.71,""z"":-0.25}]",0.0,0.0
343,"{""start"":{""x"":3.29,""y"":1.87,""z"":-0.25},""goal"":{""x"":1.95,""y"":1.49,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.67,2.37,-0.75],""max_corner"":[1.19,2.89,0.25],""size"":[0.52,0.52,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[1.75,3.3,-0.75],""max_corner"":[2.03,3.96,0.25],""size"":[0.28,0.66,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.67,2.37,-0.75],\""max_corner\"":[1.19,2.89,0.25],\""size\"":[0.52,0.52,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[1.75,3.3,-0.75],\""max_corner\"":[2.03,3.96,0.25],\""size\"":[0.28,0.66,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":3.29,""y"":1.87,""z"":-0.25},{""x"":1.95,""y"":1.49,""z"":-0.25}]","[{""x"":3.29,""y"":1.87,""z"":-0.25},{""x"":1.95,""y"":1.49,""z"":-0.25}]",0.0,0.0
344,"{""start"":{""x"":3.82,""y"":0.95,""z"":-0.25},""goal"":{""x"":1.35,""y"":2.56,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.36,3.15,-0.75],""max_corner"":[3.03,3.62,0.25],""size"":[0.67,0.47,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.46,0.27,-0.75],""max_corner"":[1.03,0.75,0.25],""size"":[0.57,0.49,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.36,3.15,-0.75],\""max_corner\"":[3.03,3.62,0.25],\""size\"":[0.67,0.47,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.46,0.27,-0.75],\""max_corner\"":[1.03,0.75,0.25],\""size\"":[0.57,0.49,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":3.82,""y"":0.95,""z"":-0.25},{""x"":1.35,""y"":2.56,""z"":-0.25}]","[{""x"":3.82,""y"":0.95,""z"":-0.25},{""x"":1.35,""y"":2.56,""z"":-0.25}]",0.0,0.0
345,"{""start"":{""x"":0.99,""y"":3.94,""z"":-0.25},""goal"":{""x"":2.07,""y"":2.18,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.57,1.04,-0.75],""max_corner"":[1.86,1.66,0.25],""size"":[0.29,0.62,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[2.32,0.9,-0.75],""max_corner"":[2.97,1.16,0.25],""size"":[0.66,0.27,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[2.67,2.2,-0.75],""max_corner"":[3.36,2.81,0.25],""size"":[0.69,0.61,1.0]},{""id"":4,""label"":""box_4"",""shape"":""box"",""min_corner"":[2.68,1.69,-0.75],""max_corner"":[3.32,2.31,0.25],""size"":[0.64,0.62,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.57,1.04,-0.75],\""max_corner\"":[1.86,1.66,0.25],\""size\"":[0.29,0.62,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[2.32,0.9,-0.75],\""max_corner\"":[2.97,1.16,0.25],\""size\"":[0.66,0.27,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[2.67,2.2,-0.75],\""max_corner\"":[3.36,2.81,0.25],\""size\"":[0.69,0.61,1.0]},{\""id\"":4,\""label\"":\""box_4\"",\""shape\"":\""box\"",\""min_corner\"":[2.68,1.69,-0.75],\""max_corner\"":[3.32,2.31,0.25],\""size\"":[0.64,0.62,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":0.99,""y"":3.94,""z"":-0.25},{""x"":2.07,""y"":2.18,""z"":-0.25}]","[{""x"":0.99,""y"":3.94,""z"":-0.25},{""x"":2.07,""y"":2.18,""z"":-0.25}]",0.0,0.0
346,"{""start"":{""x"":0.87,""y"":1.43,""z"":-0.25},""goal"":{""x"":2.57,""y"":1.16,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.61,0.11,-0.75],""max_corner"":[3.22,0.55,0.25],""size"":[0.61,0.44,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[2.94,2.04,-0.75],""max_corner"":[3.22,2.6,0.25],""size"":[0.28,0.56,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[1.1,3.05,-0.75],""max_corner"":[1.51,3.56,0.25],""size"":[0.41,0.51,1.0]},{""id"":4,""label"":""box_4"",""shape"":""box"",""min_corner"":[1.63,3.54,-0.75],""max_corner"":[2.16,3.99,0.25],""size"":[0.54,0.45,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.61,0.11,-0.75],\""max_corner\"":[3.22,0.55,0.25],\""size\"":[0.61,0.44,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[2.94,2.04,-0.75],\""max_corner\"":[3.22,2.6,0.25],\""size\"":[0.28,0.56,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[1.1,3.05,-0.75],\""max_corner\"":[1.51,3.56,0.25],\""size\"":[0.41,0.51,1.0]},{\""id\"":4,\""label\"":\""box_4\"",\""shape\"":\""box\"",\""min_corner\"":[1.63,3.54,-0.75],\""max_corner\"":[2.16,3.99,0.25],\""size\"":[0.54,0.45,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":0.87,""y"":1.43,""z"":-0.25},{""x"":2.57,""y"":1.16,""z"":-0.25}]","[{""x"":0.87,""y"":1.43,""z"":-0.25},{""x"":2.57,""y"":1.16,""z"":-0.25}]",0.0,0.0
347,"{""start"":{""x"":0.26,""y"":2.44,""z"":-0.25},""goal"":{""x"":2.55,""y"":1.73,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[],\""timestamp\"":0.0}""}'","[{""x"":0.26,""y"":2.44,""z"":-0.25},{""x"":2.55,""y"":1.73,""z"":-0.25}]","[{""x"":0.26,""y"":2.44,""z"":-0.25},{""x"":2.55,""y"":1.73,""z"":-0.25}]",0.0,0.0
348,"{""start"":{""x"":2.85,""y"":2.42,""z"":-0.25},""goal"":{""x"":1.41,""y"":0.47,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.67,2.04,-0.75],""max_corner"":[2.21,2.44,0.25],""size"":[0.54,0.4,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.15,3.38,-0.75],""max_corner"":[0.89,3.91,0.25],""size"":[0.74,0.53,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.67,2.04,-0.75],\""max_corner\"":[2.21,2.44,0.25],\""size\"":[0.54,0.4,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.15,3.38,-0.75],\""max_corner\"":[0.89,3.91,0.25],\""size\"":[0.74,0.53,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.85,""y"":2.42,""z"":-0.25},{""x"":2.67,""y"":1.47,""z"":-0.25},{""x"":1.41,""y"":0.47,""z"":-0.25}]","[{""x"":2.85,""y"":2.42,""z"":-0.25},{""x"":2.7,""y"":1.71,""z"":-0.25},{""x"":1.41,""y"":0.47,""z"":-0.25}]",0.18193,0.13332
349,"{""start"":{""x"":1.91,""y"":1.15,""z"":-0.25},""goal"":{""x"":0.26,""y"":2.02,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.23,1.95,-0.75],""max_corner"":[2.88,2.64,0.25],""size"":[0.65,0.69,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.23,1.95,-0.75],\""max_corner\"":[2.88,2.64,0.25],\""size\"":[0.65,0.69,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":1.91,""y"":1.15,""z"":-0.25},{""x"":0.26,""y"":2.02,""z"":-0.25}]","[{""x"":1.91,""y"":1.15,""z"":-0.25},{""x"":0.26,""y"":2.02,""z"":-0.25}]",0.0,0.0
